Name,Website,Specialty,Address,Suburb,Postcode,State
Bondi Eye Doctors,www.bondieyedoctors.com.au,Ophthalmology,Westfield Tower 1,BONDI JUNCTION,2022,NSW
Eye Specialist Practice - Bondi Junction,https://eyespecialistpractice.com.au/,Ophthalmology,Level 5 Suite 506,BONDI JUNCTION,2022,NSW
Sydney Laser and Vision Centre,http://www.sydneyvision.com.au/,Ophthalmology,Harley Place,BONDI JUNCTION,2022,NSW
The AF Ablation Clinic,http://www.afablationclinic.com.au/,Cardiology,183 Stirling Highway,NEDLANDS,6009,WA
"Dr Geoff Cooper, Orthopaedic Surgeon",https://www.northcoastortho.com.au/,Orthopaedic service,Suite 25,JOONDALUP,6027,WA
Applecross Eye Clinic,http://applecrosseyeclinic.com.au,Ophthalmology,61 Simpson Street,ARDROSS,6153,WA
Aculase Laser Eye Surgery,http://www.aculase.com.au/,Ophthalmology,33 STIRLING HIGHWAY,NEDLANDS,6009,WA
New Vision - Dr Nigel Morlet,www.newvisioncentre.com.au,Ophthalmology,Suite 8,SUBIACO,6008,WA
Mosman Cardiology,https://www.mosmancardiology.com.au/,Cardiology,Suite 2,MOSMAN,2088,NSW
Dr Anna Louise Watson,https://drannawatson.com.au/,Orthopaedic service,Northern Beaches Hospital,FRENCHS FOREST,2086,NSW
Dr Richard Boyle - Orthopaedic Surgeon,www.boyleorthopaedics.com.au,Orthopaedic service,125 Ourimbah Road,MOSMAN,2088,NSW
Dr Les Grujic,https://www.lesgrujic.com.au/,Orthopaedic service,Level 2,CHATSWOOD,2067,NSW
Myles RJ Coolican Pty Ltd,https://www.mylescoolican.com.au/,Orthopaedic service,Level 1,CHATSWOOD,2067,NSW
Dr Peter Lam,http://www.peterlam.com.au/,Orthopaedic service,Level 2,CHATSWOOD,2067,NSW
Sydney Orthopaedic and Reconstructuve Specialist Centre,https://www.sorsc.com.au,Orthopaedic service,UNIT 201,ST LEONARDS,2065,NSW
Dr Terence R Moopanar,https://moopanarortho.com.au/,Orthopaedic service,"Suite 201, Level 2",ST LEONARDS,2065,NSW
St.George Knee Clinic,http://www.stgeorgekneeclinic.com.au/,Orthopaedic service,Level 2,KOGARAH,2217,NSW
Sydney Spine Doc,sydneyspindoc.com.au,Orthopaedic service,Level 2 Suite 4,HURSTVILLE,2220,NSW
Dr Michael Symes,http://drmichaelsymes.com.au/,Orthopaedic service,St George Private Hospital Specialist Suites,KOGARAH,2217,NSW
Dr Leonard Kuo - Orthopaedic Surgeon,www.leonardkuoorthopaedics.com.au,Orthopaedic service,1 DUKE STREET,CAMPSIE,2194,NSW
Dr Jacob Kaplan,http://drjacobkaplan.com.au,Orthopaedic service,Specialist Medical Centre,MIRANDA,2228,NSW
Kareela Village Medical Centre,http://kareelavillagemedicalcentre.com.au/,Pathology,Shop UL1,KAREELA,2232,NSW
Caringbah Medical and Dental Centre,https://www.caringbahmedicalanddental.com.au/,Pathology; Radiology service,42 President Avenue,CARINGBAH,2229,NSW
Bangor Medical Centre,https://www.bangormedical.com.au,Pathology,SHOP 6,BANGOR,2234,NSW
Hurstville Eye Surgery,http://hurstvilleeyesurgery.com.au,Ophthalmology,Level 2 Suite 12,HURSTVILLE,2220,NSW
Eye Surgeons Miranda,www.eyesurgeonsmiranda.com.au,Ophthalmology,Suite 6,MIRANDA,2228,NSW
OCULAR PLASTIC SERVICES PTY LTD,http://www.ocularplastics.com.au/,Ophthalmology,Suite 25,MIRANDA,2228,NSW
Sydney Heart Specialists,http://www.sydneyheartspecialists.com,Cardiology,Suite 8,HURSTVILLE,2220,NSW
Hurstville Heart Centre,https://www.hurstvilleheart.com.au/,Cardiology,Level 2 Suite 2,HURSTVILLE,2220,NSW
Cardiology Associates,www.cardiologyassociates.com.au,Cardiology,Suite 9,MIRANDA,2228,NSW
Australian Sports Doctors,https://www.sportsdocs.com.au,Orthopaedic service,171 Upper Heidelberg Road,IVANHOE,3079,VIC
Nigel Hartnett Knee Surgeon,https://www.melbournekneeortho.com.au/,Orthopaedic service,34 BELL STREET,HEIDELBERG HEIGHTS,3081,VIC
Heidelberg Surgical,http://www.heidelbergsurgical.com/,Orthopaedic service,Level 7,HEIDELBERG,3084,VIC
Dr Gerald Quan - Orthopaedic Surgeon,http://www.geraldquan.com.au,Orthopaedic service,50 Burgundy Street,HEIDELBERG,3084,VIC
Dr David Slattery,http://davidslattery.com,Orthopaedic service,Glenferrie Private Hospital,HAWTHORN,3122,VIC
Mr Wei-Han Tay,https://orthocaremelbourne.com.au/contact/,Orthopaedic service,536 BARKERS ROAD,HAWTHORN EAST,3123,VIC
Harcourt Specialist Centre,https://www.harcourtspecialistcentre.com.au/,Orthopaedic service,536 BARKERS ROAD,HAWTHORN EAST,3123,VIC
Orthopaedic Associates Melbourne,https://www.stronger.melbourne/,Orthopaedic service,236 BRIDGE ROAD,RICHMOND,3121,VIC
Harp Neurology,https://www.harpneurology.com.au,Neurology,Level 1,KEW EAST,3102,VIC
Hawthorn East Specialist Centre,https://hesc.com.au/,Neurology,790 Burwood Road,HAWTHORN EAST,3123,VIC
Ivanhoe Total Care Clinic,https://www.thesurgerybulleen.com.au/,Pathology,107 LOWER HEIDELBERG ROAD,IVANHOE,3079,VIC
Health Monitor Medical Centre,www.healthmonitor.com.au,Pathology,31-35 Burgundy Street,HEIDELBERG,3084,VIC
Complete Care Preston,https://www.completecaremedical.com.au/,Pathology,190 Albert Street,PRESTON,3072,VIC
High Street Medical and Dental Centre Preston,https://www.highstreetmedicalanddental.com.au/,Pathology; Radiology service,530-538 HIGH STREET,PRESTON,3072,VIC
Vein Care,https://www.veincare.com.au/,Pathology,Suite 307,CAMBERWELL,3124,VIC
Dr Jennifer Ann Johns - Cardiologist,https://mercyperinatal.com/,Cardiology,Mercy Hospital for Women,HEIDELBERG,3084,VIC
Melbourne Cardiac Services,https://www.melbournecardiacservices.com.au/,Cardiology,Level 2 Suite 6,HEIDELBERG,3084,VIC
Dr Anthony C E Dortimer - General and Interventional Cardiologist - Heidelberg,https://www.dranthonydortimer.com.au/,Cardiology,Suite 8,HEIDELBERG,3084,VIC
Dr Matias Yudi,https://www.matiasyudi.com/,Cardiology,Suite 10A,HEIDELBERG,3084,VIC
Hawthorn East Medical Centre,https://hawthorneastmedicalcentre.com.au,Cardiology,64 Auburn Grove,HAWTHORN EAST,3123,VIC
Balwyn Eye Centre,https://jonathankam.com.au,Ophthalmology,Suite 101,DEEPDENE,3103,VIC
Heidelberg Eye Clinic,https://www.heidelbergeyeclinic.com.au/,Ophthalmology,27 Lower Plenty Road,ROSANNA,3084,VIC
Central Melbourne Orthopaedics,www.cmo.net.au,Orthopaedic service,Level 4 Suite 17,EAST MELBOURNE,3002,VIC
Emerald Cardiac,https://emeraldcardiac.com.au/wp-content/uploads/2023/05/26052023_Emerald_Cardiac_001.pdf,Cardiology,HQ Gregory Hills,GREGORY HILLS,2557,NSW
Gawler Specialists Clinic,https://www.gawlerspecialistsclinic.com.au/,Orthopaedic service; Cardiology,34 Willison Avenue,EVANSTON,5116,SA
Rockingham Medical and Dental Centre,https://www.rockinghammedicalcentre.com.au/,Pathology; Radiology service,18 CIVIC BOULEVARD,ROCKINGHAM,6168,WA
Waikiki GP Super Clinic,https://www.waikikigpsuperclinic.com.au,Pathology,Waikiki Village Shopping Centre,WAIKIKI,6169,WA
Forrest Road GP,www.forrestroadgp.com.au,Pathology,Unit 1,ARMADALE,6112,WA
Huntingdale Thornlie Medical Centre,https://www.htmc.com.au/,Pathology,7 Bronzewing Street,HUNTINGDALE,6110,WA
Core Medical,https://www.core-medical.com.au,Pathology,49 Chelmsford Avenue,PORT KENNEDY,6172,WA
Gawler Eye and Laser Clinic,https://gawlereye.com/contact,Ophthalmology,165 Murray Street,GAWLER,5118,SA
"Dr Omar Khorshid, Orthopaedic Surgeon - Waikiki",https://waikikispecialistcentre.com.au/specialists/dr-omar-khorshid/,Orthopaedic service,Waikiki Specialist Consulting Suites,WAIKIKI,6169,WA
Mr Sat Gohil,https://satgohil.com.au/,Orthopaedic service,Wexford Medical Centre,MURDOCH,6150,WA
"Dr Simon Zilko, Orthopaedic Surgeon",www.drsimonzilko.com.au,Orthopaedic service,Wexford Medical Centre,MURDOCH,6150,WA
Rockingham Eye Clinic,http://www.idoctor.com.au/,Ophthalmology,Waikiki Specialist Centre,WAIKIKI,6169,WA
Kookaburra Eye Clinic,www.kookaeye.com.au,Ophthalmology,2953 Albany Highway,KELMSCOTT,6111,WA
Leichhardt Family Practice,https://queenstsurgery.com.au/,Pathology,9-11 Chubb Street,ONE MILE,4305,QLD
Daniel Fick,https://www.danfick.com.au,Orthopaedic service,Suite 63A,NEDLANDS,6009,WA
"Dr Andrej Nikoloski, Orthopaedic Surgeon",http://www.dranikoloski.com.au/,Orthopaedic service,Suite 3,NEDLANDS,6009,WA
"Dr Nicholas Frost, Orthopaedic Surgeon",www.nicholasfrost.com.au,Orthopaedic service,"Hollywood Orthopaedic Group, Hollywood Medical Centre",NEDLANDS,6009,WA
Dr David R J Gill Orthopaedic Surgeon,www.davidgillortho.com.au,Orthopaedic service,Hollywood Specialist Centre,NEDLANDS,6009,WA
"Dr Boon Ham, Ophthalmologist",https://drboonham.com.au/,Ophthalmology,Suite 8,SOUTH PERTH,6151,WA
HKS Medical Centre,https://hksmedicalcentre.com.au/,Pathology,304 Windsor Street,RICHMOND,2753,NSW
Adrian Trivett Orthopaedic Surgeon,https://www.adriantrivett.com.au/,Orthopaedic service,Cabrini Medical Centre,MALVERN,3144,VIC
Cabrini Medical Centre - Suite 31,www.marinispirpiris.com.au/,Orthopaedic service,Suite 31,MALVERN,3144,VIC
Dr Ash Chehata - Orthopaedic Surgeon,http://www.melbourneorthopaedicsurgeon.com.au,Orthopaedic service,Cabrini Hospital,MALVERN,3144,VIC
Shay Zayontz - Orthopaedic Surgeon - Malvern,https://www.zayontz.com.au/,Orthopaedic service,Cabrini Medical Centre,MALVERN,3144,VIC
Dr Filip Cosic,https://www.drfilipcosic.com,Orthopaedic service,Cabrini Orthopaedic Specialist Centre Cabrini Hospital,MALVERN,3144,VIC
Ozorthopaedics,http://www.ozorthopaedics.com.au/,Orthopaedic service,1356 High Street,MALVERN,3144,VIC
Bikini Hip Replacement,https://bikinihipreplacement.com.au,Orthopaedic service,1356 High Street,MALVERN,3144,VIC
Malvern Orthopaedic Centre,http://malvernorthopaedics.com.au/,Orthopaedic service,210 Wattletree Road,MALVERN,3144,VIC
Warwick Wright - Orthopaedic and Hand Surgeon - Malvern,www.warwickwright.com.au,Orthopaedic service,Malvern Orthodaedic Centre,MALVERN,3144,VIC
Active Orthopaedic Centre - Glen Iris,www.activeorthopaedics.com.au,Orthopaedic service,1401 High Street,GLEN IRIS,3146,VIC
OASIS Orthopaedics,www.oasisortho.com.au,Orthopaedic service,700 Glenhuntly Road,CAULFIELD SOUTH,3162,VIC
Malvern Neurology,https://www.malvernneurology.com.au/,Neurology,183 WATTLETREE ROAD,MALVERN,3144,VIC
"Prime Neurology, Brain specialist",www.primeneurology.com.au,Neurology,Level 1 Suite 2,CAMBERWELL,3124,VIC
Calvary Health Care Bethlehem,https://www.calvarybethlehem.org.au/,Neurology,476 KOOYONG ROAD,CAULFIELD SOUTH,3162,VIC
Warrigal House,https://warrigalhouse.squarespace.com,Neurology,403 WARRIGAL ROAD,BURWOOD,3125,VIC
Melbourne Eye Surgeons,www.melbourneeyesurgeon.com.au,Ophthalmology,Suite 1,MALVERN,3144,VIC
East St Kilda Eye Clinic,www.eye-clinic.com.au/,Ophthalmology,85 Hotham Street,BALACLAVA,3183,VIC
Glaucoma Care,www.glaucomacare.com.au,Ophthalmology,338 Balaclava Road,CAULFIELD NORTH,3161,VIC
Iris Ophthalmic Surgery,https://www.irissurgery.com.au/,Ophthalmology,880 TOORAK ROAD,GLEN IRIS,3146,VIC
Caulfield Eye Clinic And Laser Centre,www.eyelaser.com.au,Ophthalmology,Vodafone Tower,CAULFIELD,3162,VIC
VISTAeyes Laser Eye Clinic,www.vistaeyes.com.au,Ophthalmology,1 Ross Street,ELSTERNWICK,3185,VIC
Wattletree Cardiology,https://wattletreecardiology.com.au/,Cardiology,Suite 33 Cabrini Medical Centre,MALVERN,3144,VIC
Wayne Cardiology Group,https://www.waynecardiology.com.au/,Cardiology,Cabrini Hospital,MALVERN,3144,VIC
Melbourne Heart Group,http://www.melbourne-heart.com.au/,Cardiology,Cabrini Medical Centre,MALVERN,3144,VIC
Tooronga Family Medical,http://toorongamedical.com.au/,Pathology,774 TOORAK ROAD,GLEN IRIS,3146,VIC
Nest Family Clinic,http://www.nestclinic.com.au,Pathology,289 Kooyong Road,ELSTERNWICK,3185,VIC
New Street Medical Centre,www.newstreet.com.au,Pathology,393 New Street,BRIGHTON,3186,VIC
Chadstone Road Clinic,https://www.chadstoneroadclinic.com.au,Pathology,21-23 Chadstone Road,MALVERN EAST,3145,VIC
Durrant Medical Clinic,www.durrantmc.com.au,Pathology,29 Durrant Street,BRIGHTON,3186,VIC
Hughesdale Family Medical Centre,https://hughesdalefmc.com.au/,Pathology,36 POATH ROAD,HUGHESDALE,3166,VIC
"Dr Mary Nangrahary, Consultant Cardiologist, Maddington",www.maddingtonsc.com.au,Cardiology,Maddington Specialist Centre,MADDINGTON,6109,WA
Dr Greggory Burrow,http://www.drgreggoryburrow.com.au/,Orthopaedic service,Suite G02,WOLLSTONECRAFT,2065,NSW
Dr Joseph Isaacs - Orthopaedic Surgeon,http://drjosephisaacs.com.au/,Orthopaedic service,Mater Clinic,WOLLSTONECRAFT,2065,NSW
Dr Matt Lyons,https://drmattlyons.com.au/contact/,Orthopaedic service,Suite G02,WOLLSTONECRAFT,2065,NSW
Young Street Medical and Dental Centre Frankston,https://www.youngstreetmedicalanddental.com.au/,Pathology,89-97 Young Street,FRANKSTON,3199,VIC
Marriott Waters Medical Centre - Lyndhurst,https://medicalselect.com.au/clinic/marriottwatersmedicalcentre,Pathology,Marriott Waters Shopping Centre,LYNDHURST,3975,VIC
The Village GP Black Rock,https://thevillagegpblackrock.au,Pathology,29 Bluff Road,BLACK ROCK,3193,VIC
Ultra Health Care,https://www.ultrahealthcare.com.au/,Pathology,1160 Nepean Highway,CHELTENHAM,3192,VIC
Highett Medical and Dental Centre,https://www.highettmedicalcentre.com.au/,Pathology,1209-1215 NEPEAN HIGHWAY,HIGHETT,3190,VIC
Dandenong City Clinic,https://www.dandenongcc.com.au/,Pathology,9 Pultney Street,DANDENONG,3175,VIC
Dandenong West Medical Centre,https://www.dandenongwestmed.org/contact-us/,Pathology,73 HEMMINGS STREET,DANDENONG,3175,VIC
Eastern Medical Centre,https://easternmedicalcentre.com.au/,Pathology,102 Cleeland Street,DANDENONG,3175,VIC
Narregate Medical and Dental Centre,https://www.narregatemedicalcentre.com.au/,Pathology; Radiology service,60 Victor Crescent,NARRE WARREN,3805,VIC
Mornington Peninsula Eye Clinic - Ophthalmologist Melbourne,https://www.morningtoneye.com.au/,Ophthalmology,747-751 NEPEAN HIGHWAY,MORNINGTON,3931,VIC
The Bays Eye Centre,https://www.thebayseyecentre.com.au/,Ophthalmology,Level 2,MORNINGTON,3931,VIC
Mornington Specialist Eye Clinic,https://morningtoneyespecialist.com.au/,Ophthalmology,94 Tanti,MORNINGTON,3931,VIC
Heatherhill Eye Clinic - Frankston,https://www.heatherhilleye.com.au/,Ophthalmology,41 Heatherhill Road,FRANKSTON,3199,VIC
VisionFirst Surgery,visionfirstsurgery.com.au,Ophthalmology,21 CRANBOURNE DRIVE,CRANBOURNE,3977,VIC
Cranbourne Eye Surgery,https://cranbourneeyesurgery.com.au/,Ophthalmology,20 Hotham Street,CRANBOURNE,3977,VIC
Mentone Eye Specialists,https://www.mentoneeye.com.au/contact-us,Ophthalmology,41 Como Parade E,MENTONE,3194,VIC
Eyes First,http://www.eyesfirst.com.au/,Ophthalmology,905-907 Heatherton Road,SPRINGVALE,3171,VIC
Stephen Jones Eye Specialist,https://specialists.healthscope.com.au/specialist/stephen-alexander-jones-med0001063090,Ophthalmology,Holmesglen Private Hospital,MOORABBIN,3189,VIC
Dandenong Specialist Eye Surgeons,https://dandenongeyesurgeons.com.au/,Ophthalmology,74 Stud Road,DANDENONG,3175,VIC
Dandenong Eye Surgery,http://www.dandenongeye.com.au,Ophthalmology,375 Princes Highway,NOBLE PARK,3174,VIC
Berwick Eye Centre,http://berwickeye.com.au,Ophthalmology,22 Langmore Lane,BERWICK,3806,VIC
2020NOW,www.2020now.com.au,Ophthalmology,335 Centre Road,BENTLEIGH,3204,VIC
Springvale Eye Clinic,www.springvaleeyeclinic.com.au,Ophthalmology,Suite 2,MULGRAVE,3170,VIC
Mr Peter McCombe - Orthopaedic Surgery,https://petermccombe.com.au/,Orthopaedic service,Beleura Private Hospital,MORNINGTON,3931,VIC
Mr Peter Hamilton - Orthopaedic Surgeon,www.peterhamiltonortho.com.au,Orthopaedic service,Beleura Private Hospital,MORNINGTON,3931,VIC
South East Orthopaedic Surgery,https://www.southeastortho.com.au/,Orthopaedic service,Foot Street Consulting Suites,FRANKSTON,3199,VIC
Frankston Orthopaedic Services,http://www.frankstonorthopaedicservices.com.au/,Orthopaedic service,23 Dandenong Road E,FRANKSTON,3199,VIC
Dr Dominic Hannan,https://www.domhannan.com.au/,Orthopaedic service,Peninsula Private Hospital,LANGWARRIN,3910,VIC
Dr Kosta Calligeros - Mitcham,http://principleorthopaedics.com.au/,Orthopaedic service,Peninsula Private Hospital,LANGWARRIN,3910,VIC
Thompson Road Clinic,www.thompsonroadclinic.com.au,Orthopaedic service,2 WOODBINE ROAD,CRANBOURNE NORTH,3977,VIC
Keith Winters - Orthopaedic Surgeon,www.keithwinters.com.au,Orthopaedic service,Linacre Private Hospital,HAMPTON,3188,VIC
Chris Jones Orthopaedics,http://www.chrisjonesortho.com.au/,Orthopaedic service,Linacre Private Hospital,HAMPTON,3188,VIC
Mr Peter Hannon - Orthopaedic Surgeon - Hampton,www.theorthopaedicgroup.com.au,Orthopaedic service,Linacre Private Hospital,HAMPTON,3188,VIC
Dr Samuel Joseph,www.samjosephortho.com.au,Orthopaedic service,Linacre Private Hospital,HAMPTON,3188,VIC
McCrae Specialist Centre,http://www.mccraespecialistcentre.com.au,Cardiology,691-695 Point Nepean Road,MCCRAE,3938,VIC
Peninsula Blood Pressure and Holter ECG Monitoring,http://www.pbpm.com.au,Cardiology,15 Hastings Road,FRANKSTON,3199,VIC
Dr Premaratne - General Cardiologist & Cardiac Imaging Specialist,https://www.peninsulaph.com.au/,Cardiology,Peninsula Private,LANGWARRIN,3910,VIC
Heart Rhythm Clinic,https://heartrhythm.au/contact/clinics/,Cardiology,Peninsula Private Hospital,LANGWARRIN,3910,VIC
Nepean Cardiology - Patterson Lakes,http://www.nepeancardiology.com.au/,Cardiology,Bayside Specialist Centre,PATTERSON LAKES,3197,VIC
"Broad Oak Medical, Dental and Specialist Centre",http://broadoakmd.com.au/,Cardiology,14 BROAD OAK DRIVE,CRANBOURNE EAST,3977,VIC
Peninsula and Southeast Oncology,http://www.paso.com.au,Neurology,"Suite 7 Level 3 North Building, Frankston Private Hospital",FRANKSTON,3199,VIC
Frankston Neurology Specialist Center,http://www.frankstonneurology.com.au/,Neurology,49 Cranbourne Road,FRANKSTON,3199,VIC
Wattletree Specialist Consulting Suites,https://www.wtscs.com.au/,Neurology,Medical Suite,FRANKSTON,3199,VIC
Michael Valente,https://www.drmvalente.com.au/,Neurology,Suite 7,CLAYTON,3168,VIC
The Fracture Clinic - Southport,https://fractureclinic.com.au/,Orthopaedic service,Spine Centre,SOUTHPORT,4215,QLD
Gold Coast Upper Limb Centre,http://www.gcupperlimb.com/,Orthopaedic service,Premion Place,SOUTHPORT,4215,QLD
Dr Chris Schwindack - Neurosurgeon,https://csneurosurgery.com/,Orthopaedic service,Level 2 Suite 5,BENOWA,4217,QLD
Dr James Reidy,https://drjamesreidy.com.au/,Orthopaedic service,John Flynn Medical Centre,TUGUN,4224,QLD
The Leg Bones Clinic,https://www.legbones.com.au/,Orthopaedic service,Suite 4E,TUGUN,4224,QLD
Dr Paul Mednis's Rooms,https://www.johnflynnprivate.com.au/Our-Doctors/Specialists/john-flynn-private-hospital/orthopaedic-surgery-hip-and-knee/100690/dr-paul-mednis,Orthopaedic service,Suite 4H,TUGUN,4224,QLD
Dr Fraser Taylor's Practice,http://www.drfrasertaylor.com.au,Orthopaedic service,John Flynn Medical Centre,TUGUN,4224,QLD
Michael Tong Orthopaedics,https://www.tongortho.com.au/,Orthopaedic service,Suite 4A,TUGUN,4224,QLD
TWEED DAY SURGERY,https://tweeddaysurgery.com.au/,Orthopaedic service; Ophthalmology,Suite 4,TWEED HEADS,2485,NSW
Southport Medical and Dental Centre,https://www.southportmedicalanddental.com.au/,Pathology,178 Nerang Street,SOUTHPORT,4215,QLD
Helix Pathology,http://www.helixpathology.com.au/,Pathology,145 NERANG STREET,SOUTHPORT,4215,QLD
Paradise City Medical Centre,http://www.paradisecitymedical.com.au/,Pathology,Shop 2,SURFERS PARADISE,4217,QLD
Coomera Town Medical Centre,https://coomeratownmedicalcentre.com.au/,Pathology,109 FOXWELL ROAD,COOMERA,4209,QLD
Mermaid Junction Medical Centre,https://www.mermaidjunction.net/,Pathology,Q Super Centre,MERMAID WATERS,4218,QLD
Reedy Creek Medical Centre,https://reedycreekmedical.com/,Pathology,Shop 8,REEDY CREEK,4227,QLD
Tamborine Village Medical,https://www.tamborinevillagemedical.com.au,Pathology,7-15 LEACH ROAD,TAMBORINE,4270,QLD
Coastal Heart and Vascular,http://www.sharpecardiology.com.au/,Cardiology,Gold Coast Private Hospital,SOUTHPORT,4215,QLD
Dr Sylvio Provenzano,https://heartandlungsurgeons.com.au/,Cardiology,Level 3 Suite 1,SOUTHPORT,4215,QLD
John Bou-Samra,https://www.gcheartcare.com/,Cardiology,Gold Coast Private Hospital Specialist Suites,SOUTHPORT,4215,QLD
Flow Health & Cardiac Diagnostics,https://flowhealth.com.au/,Cardiology,Level 2 Suite 21,ROBINA,4226,QLD
John Flynn Cardiology,https://johnflynncardiology.com.au/,Cardiology,John Flynn Medical Centre,TUGUN,4224,QLD
Gold Coast Eye Clinic,http://www.gcec.com.au,Ophthalmology,94 NERANG STREET,SOUTHPORT,4215,QLD
Outlook Eye Specialists,https://www.outlookeye.com.au/contact/,Ophthalmology,Premion Place,SOUTHPORT,4215,QLD
My Eye Specialist (Robina Town Centre),https://www.myeyespecialist.com.au/,Ophthalmology,"Ground Floor, Shop 4110",ROBINA,4226,QLD
The Eye Care Clinic,https://eyecareclinic.com.au/,Ophthalmology,6 Scott Street,COOLANGATTA,4225,QLD
Eyes Gold Coast,https://www.eyesgc.com.au,Ophthalmology,Tweed Day Surgery Building,TWEED HEADS,2485,NSW
Dr Ross Radic Orthopaedic Surgeon,https://www.drrossradic.com.au,Orthopaedic service,1/,WEST PERTH,6005,WA
"Dr Clement McCormick, Orthopaedic Surgeon - Midland",http://www.midlandorthopaedics.com.au/,Orthopaedic service,"Midland Orthopaedics, SJOG Midland",MIDLAND,6056,WA
Dr Benjamin Hewitt - Orthopaedic Surgery,www.drbenjaminhewitt.com.au,Orthopaedic service,Suite 1,WEST PERTH,6005,WA
"Dr Peter Honey, Orthopaedic Surgeon",https://www.peterhoney.com.au/,Orthopaedic service,14 Altona Street,WEST PERTH,6005,WA
"Dr Johan Mostert, Orthopaedic Surgeon",http://thebonejoint.com.au/,Orthopaedic service,144 Churchill Avenue,SUBIACO,6008,WA
"Dr Edward Baddour, Adult and Paediatric Spinal Surgery",https://edwardbaddour.com.au,Orthopaedic service,144 Churchill Avenue,SUBIACO,6008,WA
Prof David Playford - Specialist Room,https://davidplayford.wordpress.com/home/contact-us/,Cardiology,Unit 3,PERTH,6000,WA
Cardioimaging,https://www.cardioimaging.com.au,Cardiology,Mount Hospital,PERTH,6000,WA
"Dr Stuart Ross, Ophthalmologist",www.midlandswanvalleyeyeclinic.com.au,Ophthalmology,Midland Swan Valley Eye Clinic,MIDLAND,6056,WA
Mr Justin Lade,http://www.justinlade.com.au/ecu-tendonitis/,Orthopaedic service,Suite 1,ASHBURTON,3147,VIC
Melbourne Specialist Orthopaedic Surgeons,https://msos.com.au/,Orthopaedic service,367 Warrigal Road,BURWOOD,3125,VIC
Disc Centres Of Australia,https://disccentresofaustralia.org/,Orthopaedic service,Unit 1,OAKLEIGH,3166,VIC
Highfield Park Specialist Centre,https://www.mcmcgp.com.au/,Orthopaedic service,834 Riversdale Road,CAMBERWELL,3124,VIC
Waverley Orthopaedic Clinic,www.waverleyortho.com.au,Orthopaedic service,501 Waverley Road,MOUNT WAVERLEY,3149,VIC
Glen Iris Cardiology,www.gleniriscardiology.com.au,Cardiology,1 WARD STREET,ASHBURTON,3147,VIC
Rutland Specialist Clinic,https://www.rutlandspecialist.com.au/,Neurology,SUITE 701,BOX HILL,3128,VIC
Eastern Neurology Dr Steven Ng,https://easternneurology.com.au/,Neurology,Suite 3,BOX HILL NORTH,3129,VIC
Integrated Specialist Centre,https://www.iscentre.com.au,Neurology,Integrated Specialist Centre,BLACKBURN,3130,VIC
Blackburn Specialist Centre,https://blackburnspecialistcentre.com.au/,Neurology; Cardiology,Suite 2,BLACKBURN,3130,VIC
Oakleigh Family Medical Centre,http://www.oakleighmedical.com.au/,Pathology,63 Atherton Road,OAKLEIGH,3166,VIC
Mount Waverley Clinic,www.mtwaverleyclinic.com.au,Pathology,16 Alexander Street,MOUNT WAVERLEY,3149,VIC
Jasper Health,http://www.jasperhealth.com.au/,Pathology,443 Centre Road,BENTLEIGH,3204,VIC
Sheehans Medical Centre,https://www.sheehansmc.com.au,Pathology,81 Canterbury Road,BLACKBURN,3130,VIC
Ashwood Eye and ENT Centre,https://ashwoodeye.com.au,Ophthalmology,569 Warrigal Road,ASHWOOD,3147,VIC
Oakleigh Eye Centre,https://oakleigheye.com/,Ophthalmology,135-137 Warrigal Road,HUGHESDALE,3166,VIC
Mount Waverley Eye Surgeons,mtwaverleyeye.com.au,Ophthalmology,80 Stephensons Road,MOUNT WAVERLEY,3149,VIC
Canterbury Eye Specialists,http://www.dmcollie.com,Ophthalmology,208 Canterbury Road,CANTERBURY,3126,VIC
Dr Alex Amini - Ophthalmologist,https://alexamini.com.au/index.html,Ophthalmology,511 Waverley Road,MOUNT WAVERLEY,3149,VIC
A/Prof Raphael Hau,www.raphaelhau.com.au,Orthopaedic service,Epworth Eastern Medical Centre,BOX HILL,3128,VIC
Jonathan Robin Orthopaedics,https://jonrobinortho.au/,Orthopaedic service,Epworth Eastern,BOX HILL,3128,VIC
Active Orthopaedic Centre - Box Hill,www.activeorthopaediccentre.com.au,Orthopaedic service,"Epworth Eastern Box Hill, East Wing Tower",BOX HILL,3128,VIC
Mr Arash Riazi - Orthopaedic Surgeon,https://www.drarashriazi.com/,Orthopaedic service,"Epworth Eastern Medical Centre, East Wing Tower",BOX HILL,3128,VIC
Melbourne Cardiovascular and Diabetes Centre,http://www.mcdc.net.au/,Cardiology,81 Blackburn Road,MOUNT WAVERLEY,3149,VIC
Eastern Heart Victoria,https://www.easternheartvictoria.com.au,Cardiology,25 Arnold Street,BOX HILL,3128,VIC
Waverley Heart Clinic,http://www.waverleyheartclinic.com.au/,Cardiology,Suite 7,GLEN WAVERLEY,3150,VIC
Dr Jason Chew,http://drjasonchew.com.au/,Cardiology,Ekera Medical Centre,BOX HILL NORTH,3129,VIC
Bayside Heart,http://baysideheart.com/,Cardiology,116 Patterson Road,BENTLEIGH,3204,VIC
Waverley Police Road Medical Centre,https://wprmc.com.au/,Pathology,304-306 POLICE ROAD,NOBLE PARK NORTH,3174,VIC
Patrick J Byrne,https://patrickbyrne.com.au/,Orthopaedic service,1320 Heatherton Road,NOBLE PARK,3174,VIC
